_id,user_id,broker_name,location,date_time,description,file,submitted_time,fraud
655247e3fc13ae7dea2f99df,11,Devshare,PO Box 83770,9/9/2023,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",https://msu.edu/praesent/id/massa/id/nisl/venenatis/lacinia.html?porttitor=diam&id=neque&consequat=vestibulum&in=eget&consequat=vulputate&ut=ut&nulla=ultrices&sed=vel&accumsan=augue&felis=vestibulum&ut=ante&at=ipsum&dolor=primis&quis=in&odio=faucibus&consequat=orci&varius=luctus&integer=et&ac=ultrices&leo=posuere&pellentesque=cubilia&ultrices=curae&mattis=donec,2023-09-26T19:19:56.000Z,TRUE
655247e3fc13ae7dea2f99e0,12,Avamba,PO Box 1023,10/6/2023,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",https://sogou.com/mattis/nibh.json?hac=aliquam&habitasse=quis&platea=turpis&dictumst=eget&aliquam=elit&augue=sodales&quam=scelerisque&sollicitudin=mauris&vitae=sit&consectetuer=amet&eget=eros&rutrum=suspendisse&at=accumsan&lorem=tortor&integer=quis&tincidunt=turpis&ante=sed&vel=ante&ipsum=vivamus&praesent=tortor&blandit=duis&lacinia=mattis&erat=egestas&vestibulum=metus&sed=aenean&magna=fermentum&at=donec&nunc=ut&commodo=mauris&placerat=eget&praesent=massa&blandit=tempor&nam=convallis&nulla=nulla&integer=neque&pede=libero&justo=convallis&lacinia=eget&eget=eleifend&tincidunt=luctus&eget=ultricies&tempus=eu&vel=nibh&pede=quisque&morbi=id&porttitor=justo&lorem=sit&id=amet&ligula=sapien&suspendisse=dignissim&ornare=vestibulum&consequat=vestibulum&lectus=ante&in=ipsum&est=primis&risus=in&auctor=faucibus,2023-10-04T04:23:16.000Z,TRUE
655247e3fc13ae7dea2f99e1,13,Tekfly,Apt 1068,8/16/2023,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",http://loc.gov/eget/eros/elementum/pellentesque.xml?nec=lorem&molestie=integer&sed=tincidunt&justo=ante&pellentesque=vel&viverra=ipsum&pede=praesent&ac=blandit&diam=lacinia&cras=erat&pellentesque=vestibulum&volutpat=sed&dui=magna&maecenas=at&tristique=nunc&est=commodo&et=placerat&tempus=praesent&semper=blandit&est=nam&quam=nulla&pharetra=integer&magna=pede&ac=justo&consequat=lacinia&metus=eget&sapien=tincidunt&ut=eget&nunc=tempus&vestibulum=vel&ante=pede&ipsum=morbi&primis=porttitor&in=lorem&faucibus=id&orci=ligula&luctus=suspendisse&et=ornare&ultrices=consequat&posuere=lectus&cubilia=in&curae=est&mauris=risus&viverra=auctor&diam=sed&vitae=tristique&quam=in,2023-10-11T12:14:53.000Z,FALSE
655247e4fc13ae7dea2f99e2,14,Voonte,Apt 706,8/17/2023,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",http://sina.com.cn/pellentesque/volutpat/dui/maecenas/tristique/est.js?primis=mollis&in=molestie&faucibus=lorem&orci=quisque&luctus=ut&et=erat&ultrices=curabitur&posuere=gravida&cubilia=nisi&curae=at&duis=nibh&faucibus=in&accumsan=hac&odio=habitasse&curabitur=platea&convallis=dictumst&duis=aliquam&consequat=augue&dui=quam&nec=sollicitudin&nisi=vitae&volutpat=consectetuer,2023-09-24T12:52:32.000Z,FALSE
655247e4fc13ae7dea2f99e3,15,Agivu,Apt 1394,10/21/2023,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",http://who.int/posuere/cubilia/curae/nulla/dapibus.html?nec=quisque&nisi=id&vulputate=justo&nonummy=sit&maecenas=amet&tincidunt=sapien&lacus=dignissim&at=vestibulum&velit=vestibulum&vivamus=ante&vel=ipsum&nulla=primis&eget=in&eros=faucibus&elementum=orci&pellentesque=luctus&quisque=et&porta=ultrices&volutpat=posuere&erat=cubilia&quisque=curae&erat=nulla&eros=dapibus&viverra=dolor&eget=vel&congue=est&eget=donec&semper=odio&rutrum=justo&nulla=sollicitudin&nunc=ut&purus=suscipit&phasellus=a&in=feugiat&felis=et&donec=eros&semper=vestibulum&sapien=ac&a=est&libero=lacinia,2023-10-10T05:34:40.000Z,TRUE
655247e4fc13ae7dea2f99e4,16,Fliptune,Apt 274,9/3/2023,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",https://desdev.cn/turpis/eget/elit/sodales/scelerisque.js?lorem=nulla&ipsum=integer&dolor=pede&sit=justo&amet=lacinia&consectetuer=eget&adipiscing=tincidunt&elit=eget&proin=tempus&interdum=vel&mauris=pede&non=morbi&ligula=porttitor&pellentesque=lorem&ultrices=id&phasellus=ligula&id=suspendisse&sapien=ornare&in=consequat&sapien=lectus&iaculis=in&congue=est&vivamus=risus&metus=auctor&arcu=sed&adipiscing=tristique&molestie=in&hendrerit=tempus&at=sit&vulputate=amet&vitae=sem&nisl=fusce&aenean=consequat&lectus=nulla&pellentesque=nisl&eget=nunc&nunc=nisl&donec=duis&quis=bibendum&orci=felis&eget=sed&orci=interdum&vehicula=venenatis&condimentum=turpis&curabitur=enim&in=blandit&libero=mi&ut=in&massa=porttitor&volutpat=pede&convallis=justo&morbi=eu&odio=massa&odio=donec&elementum=dapibus&eu=duis&interdum=at&eu=velit&tincidunt=eu&in=est&leo=congue&maecenas=elementum&pulvinar=in&lobortis=hac&est=habitasse&phasellus=platea&sit=dictumst&amet=morbi&erat=vestibulum&nulla=velit&tempus=id&vivamus=pretium&in=iaculis&felis=diam&eu=erat&sapien=fermentum&cursus=justo&vestibulum=nec&proin=condimentum&eu=neque&mi=sapien&nulla=placerat&ac=ante,2023-09-20T18:07:24.000Z,TRUE
655247e4fc13ae7dea2f99e5,17,Skidoo,Suite 42,9/6/2023,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",https://dedecms.com/risus/dapibus.xml?duis=nec&mattis=nisi&egestas=volutpat&metus=eleifend&aenean=donec&fermentum=ut&donec=dolor&ut=morbi&mauris=vel&eget=lectus&massa=in&tempor=quam&convallis=fringilla&nulla=rhoncus&neque=mauris&libero=enim&convallis=leo&eget=rhoncus&eleifend=sed&luctus=vestibulum&ultricies=sit&eu=amet&nibh=cursus&quisque=id&id=turpis&justo=integer&sit=aliquet&amet=massa&sapien=id&dignissim=lobortis&vestibulum=convallis&vestibulum=tortor&ante=risus&ipsum=dapibus&primis=augue&in=vel&faucibus=accumsan&orci=tellus&luctus=nisi&et=eu&ultrices=orci&posuere=mauris&cubilia=lacinia&curae=sapien&nulla=quis&dapibus=libero&dolor=nullam&vel=sit&est=amet&donec=turpis&odio=elementum&justo=ligula&sollicitudin=vehicula&ut=consequat&suscipit=morbi&a=a&feugiat=ipsum&et=integer&eros=a&vestibulum=nibh&ac=in&est=quis&lacinia=justo&nisi=maecenas&venenatis=rhoncus&tristique=aliquam&fusce=lacus&congue=morbi&diam=quis&id=tortor&ornare=id&imperdiet=nulla&sapien=ultrices&urna=aliquet&pretium=maecenas&nisl=leo&ut=odio,2023-09-19T12:39:29.000Z,TRUE
655247e4fc13ae7dea2f99e6,18,Yabox,Apt 1121,10/5/2023,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",http://economist.com/sagittis/dui.jsp?nunc=curabitur&viverra=convallis&dapibus=duis&nulla=consequat&suscipit=dui&ligula=nec&in=nisi&lacus=volutpat&curabitur=eleifend&at=donec&ipsum=ut&ac=dolor&tellus=morbi&semper=vel&interdum=lectus&mauris=in&ullamcorper=quam&purus=fringilla&sit=rhoncus&amet=mauris&nulla=enim&quisque=leo&arcu=rhoncus&libero=sed&rutrum=vestibulum&ac=sit&lobortis=amet,2023-10-18T09:20:50.000Z,FALSE
655247e4fc13ae7dea2f99e7,19,Yakitri,Room 836,10/1/2023,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",http://constantcontact.com/in.png?nibh=ligula&in=sit&hac=amet&habitasse=eleifend&platea=pede&dictumst=libero&aliquam=quis&augue=orci&quam=nullam&sollicitudin=molestie&vitae=nibh&consectetuer=in&eget=lectus&rutrum=pellentesque&at=at&lorem=nulla&integer=suspendisse&tincidunt=potenti&ante=cras&vel=in&ipsum=purus&praesent=eu&blandit=magna&lacinia=vulputate&erat=luctus&vestibulum=cum&sed=sociis&magna=natoque&at=penatibus&nunc=et&commodo=magnis&placerat=dis&praesent=parturient&blandit=montes&nam=nascetur&nulla=ridiculus&integer=mus&pede=vivamus&justo=vestibulum&lacinia=sagittis&eget=sapien&tincidunt=cum&eget=sociis&tempus=natoque&vel=penatibus&pede=et&morbi=magnis&porttitor=dis&lorem=parturient&id=montes&ligula=nascetur&suspendisse=ridiculus&ornare=mus&consequat=etiam&lectus=vel&in=augue&est=vestibulum&risus=rutrum&auctor=rutrum&sed=neque&tristique=aenean&in=auctor&tempus=gravida&sit=sem&amet=praesent&sem=id&fusce=massa&consequat=id&nulla=nisl&nisl=venenatis&nunc=lacinia&nisl=aenean&duis=sit&bibendum=amet&felis=justo&sed=morbi&interdum=ut&venenatis=odio&turpis=cras&enim=mi,2023-09-14T10:32:19.000Z,FALSE
655247e4fc13ae7dea2f99e8,20,Flipstorm,PO Box 96541,9/7/2023,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",http://merriam-webster.com/viverra/eget/congue/eget/semper/rutrum.jpg?tempus=velit&semper=donec&est=diam&quam=neque&pharetra=vestibulum&magna=eget&ac=vulputate&consequat=ut&metus=ultrices&sapien=vel&ut=augue&nunc=vestibulum&vestibulum=ante&ante=ipsum&ipsum=primis&primis=in&in=faucibus&faucibus=orci&orci=luctus&luctus=et&et=ultrices&ultrices=posuere,2023-10-16T11:51:16.000Z,FALSE
655247e4fc13ae7dea2f99e9,21,Zoombox,Room 77,8/24/2023,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",https://sakura.ne.jp/suspendisse/accumsan/tortor.png?sapien=sed&iaculis=interdum&congue=venenatis&vivamus=turpis&metus=enim&arcu=blandit&adipiscing=mi&molestie=in&hendrerit=porttitor&at=pede&vulputate=justo&vitae=eu&nisl=massa&aenean=donec&lectus=dapibus&pellentesque=duis&eget=at&nunc=velit&donec=eu&quis=est&orci=congue&eget=elementum&orci=in&vehicula=hac&condimentum=habitasse&curabitur=platea&in=dictumst&libero=morbi&ut=vestibulum&massa=velit&volutpat=id&convallis=pretium&morbi=iaculis&odio=diam&odio=erat&elementum=fermentum&eu=justo&interdum=nec&eu=condimentum&tincidunt=neque&in=sapien&leo=placerat&maecenas=ante&pulvinar=nulla&lobortis=justo&est=aliquam&phasellus=quis&sit=turpis&amet=eget&erat=elit&nulla=sodales&tempus=scelerisque&vivamus=mauris&in=sit&felis=amet&eu=eros&sapien=suspendisse&cursus=accumsan&vestibulum=tortor&proin=quis&eu=turpis&mi=sed&nulla=ante&ac=vivamus&enim=tortor&in=duis&tempor=mattis&turpis=egestas&nec=metus&euismod=aenean&scelerisque=fermentum&quam=donec&turpis=ut&adipiscing=mauris&lorem=eget&vitae=massa&mattis=tempor&nibh=convallis&ligula=nulla&nec=neque&sem=libero&duis=convallis&aliquam=eget,2023-09-17T00:24:54.000Z,TRUE
655247e4fc13ae7dea2f99ea,22,Zoozzy,13th Floor,10/13/2023,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",http://trellian.com/varius/integer/ac/leo/pellentesque/ultrices/mattis.aspx?pellentesque=sapien&viverra=placerat&pede=ante&ac=nulla&diam=justo&cras=aliquam&pellentesque=quis&volutpat=turpis&dui=eget&maecenas=elit&tristique=sodales&est=scelerisque&et=mauris&tempus=sit&semper=amet&est=eros&quam=suspendisse,2023-10-12T11:43:08.000Z,TRUE
655247e4fc13ae7dea2f99eb,23,Youfeed,Room 161,9/7/2023,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,https://naver.com/adipiscing/lorem/vitae/mattis/nibh/ligula/nec.xml?luctus=ipsum&et=dolor&ultrices=sit&posuere=amet&cubilia=consectetuer&curae=adipiscing&donec=elit&pharetra=proin&magna=risus&vestibulum=praesent&aliquet=lectus&ultrices=vestibulum&erat=quam&tortor=sapien&sollicitudin=varius&mi=ut&sit=blandit&amet=non&lobortis=interdum&sapien=in&sapien=ante&non=vestibulum&mi=ante&integer=ipsum&ac=primis&neque=in&duis=faucibus&bibendum=orci&morbi=luctus&non=et&quam=ultrices&nec=posuere&dui=cubilia&luctus=curae&rutrum=duis&nulla=faucibus&tellus=accumsan&in=odio&sagittis=curabitur&dui=convallis&vel=duis&nisl=consequat&duis=dui&ac=nec&nibh=nisi&fusce=volutpat&lacus=eleifend&purus=donec&aliquet=ut&at=dolor&feugiat=morbi&non=vel&pretium=lectus&quis=in&lectus=quam&suspendisse=fringilla&potenti=rhoncus&in=mauris&eleifend=enim&quam=leo&a=rhoncus&odio=sed&in=vestibulum&hac=sit&habitasse=amet&platea=cursus&dictumst=id&maecenas=turpis&ut=integer&massa=aliquet&quis=massa&augue=id&luctus=lobortis&tincidunt=convallis&nulla=tortor&mollis=risus,2023-09-17T19:06:20.000Z,FALSE
655247e4fc13ae7dea2f99ec,24,Yoveo,17th Floor,9/20/2023,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",http://cmu.edu/sapien/in/sapien.jsp?et=sapien&ultrices=ut&posuere=nunc&cubilia=vestibulum&curae=ante&duis=ipsum&faucibus=primis&accumsan=in&odio=faucibus&curabitur=orci&convallis=luctus&duis=et&consequat=ultrices&dui=posuere&nec=cubilia&nisi=curae&volutpat=mauris&eleifend=viverra&donec=diam&ut=vitae&dolor=quam&morbi=suspendisse&vel=potenti&lectus=nullam&in=porttitor&quam=lacus&fringilla=at&rhoncus=turpis&mauris=donec&enim=posuere&leo=metus&rhoncus=vitae&sed=ipsum&vestibulum=aliquam&sit=non&amet=mauris&cursus=morbi&id=non&turpis=lectus&integer=aliquam&aliquet=sit&massa=amet&id=diam&lobortis=in&convallis=magna&tortor=bibendum&risus=imperdiet&dapibus=nullam&augue=orci&vel=pede&accumsan=venenatis&tellus=non&nisi=sodales&eu=sed&orci=tincidunt&mauris=eu&lacinia=felis&sapien=fusce,2023-09-19T23:36:13.000Z,TRUE
